= Coverage for C:\Users\OleJohanBondahl\Documents\GitHub_ZEN\Schematika\src\schematika\ =
------------------------------ Detailed Coverage ------------------------------
| Name                                                          |      Status |
| psu (L114)                                                    |     COVERED |
| block (L203)                                                  |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\symbols\breakers.py (module)                       |      MISSED |
| _breaker_single_pole (L16)                                    |     COVERED |
| breaker (L67)                                                 |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\symbols\coils.py (module)                          |      MISSED |
| coil (L16)                                                    |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\symbols\connector_pins.py (module)                 |     COVERED |
| connector_pin (L23)                                           |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\symbols\contacts.py (module)                       |      MISSED |
| _no_contact_single_pole (L34)                                 |     COVERED |
| no_contact (L73)                                              |     COVERED |
| _nc_contact_single_pole (L110)                                |     COVERED |
| nc_contact (L150)                                             |     COVERED |
| _spdt_contact_single_pole (L187)                              |     COVERED |
| _multi_pole_spdt (L325)                                       |     COVERED |
| spdt_contact (L353)                                           |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\symbols\motors.py (module)                         |      MISSED |
| _three_pole_motor (L32)                                       |     COVERED |
| _single_pole_motor (L144)                                     |     COVERED |
| motor (L196)                                                  |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\symbols\protection.py (module)                     |      MISSED |
| _thermal_overload_single_pole (L18)                           |     COVERED |
| thermal_overload (L69)                                        |     COVERED |
| fuse (L94)                                                    |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\symbols\references.py (module)                     |      MISSED |
| ref (L12)                                                     |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\symbols\terminals.py (module)                      |      MISSED |
| TerminalSymbol (L26)                                          |     COVERED |
| TerminalBlock (L39)                                           |     COVERED |
| _terminal_single_pole (L45)                                   |     COVERED |
| _multi_pole_terminal (L112)                                   |     COVERED |
| terminal (L155)                                               |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\symbols\transducers.py (module)                    |      MISSED |
| ct (L10)                                                      |     COVERED |
| ct_assembly (L42)                                             |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\system\__init__.py (module)                        |      MISSED |
|---------------------------------------------------------------|-------------|
| electrical\system\connection_registry.py (module)             |      MISSED |
| get_registry (L16)                                            |     COVERED |
| update_registry (L21)                                         |     COVERED |
| log_connection (L28)                                          |     COVERED |
| register_3phase_connections (L44)                             |     COVERED |
| register_3phase_input (L87)                                   |     COVERED |
| register_3phase_output (L113)                                 |     COVERED |
| _build_all_pin_keys (L139)                                    |     COVERED |
| _pin_sort_key (L179)                                          |     COVERED |
| export_registry_to_csv (L196)                                 |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\system\system.py (module)                          |      MISSED |
| Circuit (L15)                                                 |     COVERED |
| Circuit.get_symbol_by_tag (L31)                               |     COVERED |
| add_symbol (L46)                                              |     COVERED |
| render_system (L78)                                           |     COVERED |
| merge_circuits (L107)                                         |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\system\system_analysis.py (module)                 |      MISSED |
| _point_key (L12)                                              |      MISSED |
| ConnectionNode (L18)                                          |      MISSED |
| build_connectivity_graph (L24)                                |      MISSED |
| build_connectivity_graph.get_node (L29)                       |      MISSED |
| _find_connected_symbol (L49)                                  |     COVERED |
| _is_valid_direction (L59)                                     |     COVERED |
| trace_connection (L75)                                        |      MISSED |
| _get_terminal_channels (L115)                                 |     COVERED |
| _trace_port_connection (L135)                                 |     COVERED |
| _create_terminal_row (L152)                                   |     COVERED |
| export_terminals_to_csv (L169)                                |     COVERED |
| export_components_to_csv (L205)                               |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\utils\__init__.py (module)                         |      MISSED |
|---------------------------------------------------------------|-------------|
| electrical\utils\autonumbering.py (module)                    |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\utils\export_utils.py (module)                     |     COVERED |
| export_terminal_list (L23)                                    |     COVERED |
| _terminal_pin_sort_key (L51)                                  |     COVERED |
| _merge_terminal_rows (L74)                                    |     COVERED |
| merge_terminal_csv (L129)                                     |     COVERED |
| _fill_empty_pin_slots (L203)                                  |     COVERED |
| _build_prefix_groups (L258)                                   |     COVERED |
| _apply_prefix_bridges (L274)                                  |     COVERED |
| finalize_terminal_csv (L315)                                  |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\utils\renderer.py (module)                         |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\utils\terminal_bridges.py (module)                 |     COVERED |
| expand_range_to_pins (L33)                                    |     COVERED |
| get_connection_groups_for_terminal (L53)                      |     COVERED |
| generate_internal_connections_data (L99)                      |     COVERED |
| parse_terminal_pins_from_csv (L131)                           |     COVERED |
| update_csv_with_internal_connections (L191)                   |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\utils\transform.py (module)                        |     COVERED |
|---------------------------------------------------------------|-------------|
| electrical\utils\utils.py (module)                            |     COVERED |
| set_tag_counter (L14)                                         |     COVERED |
| set_terminal_counter (L30)                                    |     COVERED |
| get_terminal_counter (L61)                                    |     COVERED |
| apply_start_indices (L74)                                     |     COVERED |
| merge_terminals (L94)                                         |     COVERED |
| fixed_tag (L107)                                              |     COVERED |
| fixed_tag._gen (L128)                                         |      MISSED |
|---------------------------------------------------------------|-------------|
| mcp\__init__.py (module)                                      |     COVERED |
|---------------------------------------------------------------|-------------|
| mcp\__main__.py (module)                                      |     COVERED |
|---------------------------------------------------------------|-------------|
| mcp\server.py (module)                                        |     COVERED |
| _get_symbols_module (L44)                                     |      MISSED |
| _get_symbol_func (L50)                                        |      MISSED |
| _pin_default_for (L55)                                        |     COVERED |
| _short_description (L72)                                      |     COVERED |
| list_symbols (L88)                                            |     COVERED |
| describe_symbol (L111)                                        |     COVERED |
| _make_exec_globals (L165)                                     |     COVERED |
| _TimeoutError (L182)                                          |      MISSED |
| _timeout_handler (L186)                                       |      MISSED |
| _exec_code (L190)                                             |     COVERED |
| validate_circuit (L208)                                       |     COVERED |
| render_circuit (L276)                                         |     COVERED |
| render_circuit.patched_render (L298)                          |      MISSED |
| _load_reference (L339)                                        |      MISSED |
| _parse_sections (L345)                                        |     COVERED |
| get_reference (L367)                                          |     COVERED |
|---------------------------------------------------------------|-------------|
| pcb\__init__.py (module)                                      |     COVERED |
|---------------------------------------------------------------|-------------|
| pcb\adapter.py (module)                                       |     COVERED |
| template_name (L12)                                           |     COVERED |
| PinRef (L18)                                                  |     COVERED |
| PartRef (L26)                                                 |     COVERED |
| NetRef (L35)                                                  |     COVERED |
| CircuitIR (L43)                                               |     COVERED |
| adapt (L50)                                                   |     COVERED |
|---------------------------------------------------------------|-------------|
| pcb\builder.py (module)                                       |     COVERED |
| _NetKind (L36)                                                |      MISSED |
| _PlacedSymbol (L48)                                           |     COVERED |
| _Column (L59)                                                 |     COVERED |
| _ConnectorTerminator (L69)                                    |     COVERED |
| _NetEndpointTerminator (L78)                                  |     COVERED |
| _classify_nets (L94)                                          |     COVERED |
| _find_symbol_map (L119)                                       |     COVERED |
| _find_connector_map (L130)                                    |      MISSED |
| _enumerate_terminators (L145)                                 |     COVERED |
| _should_rotate (L193)                                         |     COVERED |
| _exit_pin_for_slice (L211)                                    |     COVERED |
| _find_slice_index (L223)                                      |     COVERED |
| _build_net_by_pin (L236)                                      |     COVERED |
| _other_pin (L245)                                             |     COVERED |
| _label_symbol (L260)                                          |     COVERED |
| _label_symbol_factory (L279)                                  |     COVERED |
| _label_symbol_factory.factory (L282)                          |      MISSED |
| _placed_symbol_for_connector_terminator (L288)                |      MISSED |
| _placed_symbol_for_connector_terminator.factory (L295)        |      MISSED |
| _placed_symbol_for_net_terminator (L308)                      |      MISSED |
| _placed_symbol_for_slice (L331)                               |      MISSED |
| _resolve_net_endpoint_start (L354)                            |     COVERED |
| _append_net_endpoint_terminator (L376)                        |     COVERED |
| _process_slice_at (L394)                                      |     COVERED |
| _walk_loop (L427)                                             |     COVERED |
| _anchor_slice_key_for (L502)                                  |     COVERED |
| _make_column (L520)                                           |      MISSED |
| _emit_label_label_column (L529)                               |     COVERED |
| _resolve_walk_start (L541)                                    |     COVERED |
| _walk (L565)                                                  |     COVERED |
| _pack_pages (L619)                                            |     COVERED |
| _render_column_to_circuit (L650)                              |     COVERED |
| _render_column_to_circuit.make_factory (L665)                 |      MISSED |
| _render_column_to_circuit.make_factory._f (L666)              |      MISSED |
| _check_orphan_slices (L686)                                   |     COVERED |
| _all_mapped_slices (L711)                                     |     COVERED |
| build (L728)                                                  |     COVERED |
| _render_and_pack (L779)                                       |     COVERED |
|---------------------------------------------------------------|-------------|
| pcb\errors.py (module)                                        |     COVERED |
| PCBBuildError (L4)                                            |     COVERED |
| PinNotOnTemplateError (L13)                                   |     COVERED |
| PinNotOnTemplateError.__init__ (L16)                          |      MISSED |
| PortNotOnSymbolError (L32)                                    |     COVERED |
| PortNotOnSymbolError.__init__ (L35)                           |      MISSED |
| MultiPinSliceError (L51)                                      |     COVERED |
| MultiPinSliceError.__init__ (L54)                             |      MISSED |
| IncompleteSliceError (L68)                                    |     COVERED |
| IncompleteSliceError.__init__ (L71)                           |      MISSED |
| DuplicateMappingError (L93)                                   |     COVERED |
| DuplicateMappingError.__init__ (L96)                          |      MISSED |
| UnmappedPartError (L109)                                      |     COVERED |
| UnmappedPartError.__init__ (L112)                             |      MISSED |
| OrphanSliceError (L125)                                       |     COVERED |
| OrphanSliceError.__init__ (L128)                              |      MISSED |
| HeightOverflowError (L141)                                    |     COVERED |
| HeightOverflowError.__init__ (L144)                           |      MISSED |
|---------------------------------------------------------------|-------------|
| pcb\model.py (module)                                         |     COVERED |
| _template_pin_nums (L19)                                      |      MISSED |
| _symbol_port_names (L23)                                      |      MISSED |
| SymbolSlice (L28)                                             |      MISSED |
| SymbolMap (L34)                                               |      MISSED |
| ConnectorMap (L40)                                            |      MISSED |
| PowerNetMap (L47)                                             |      MISSED |
| SymbolMapping (L53)                                           |      MISSED |
| SymbolMapping.__post_init__ (L58)                             |      MISSED |
| SymbolMapping._check_duplicate_symbol_templates (L69)         |      MISSED |
| SymbolMapping._check_duplicate_connector_templates (L80)      |      MISSED |
| SymbolMapping._check_duplicate_power_net_names (L91)          |      MISSED |
| SymbolMapping._validate_symbol_map (L101)                     |      MISSED |
| SymbolMapping._validate_connector_map (L135)                  |      MISSED |
| SymbolMapping._validate_power_net_map (L144)                  |      MISSED |
| PCBBuildResult (L155)                                         |      MISSED |
|---------------------------------------------------------------|-------------|
| pid\__init__.py (module)                                      |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\builder.py (module)                                       |     COVERED |
| EquipmentSpec (L45)                                           |     COVERED |
| _InstrumentEntry (L62)                                        |     COVERED |
| PipeSpec (L86)                                                |     COVERED |
| PIDBuildResult (L107)                                         |     COVERED |
| _EquipmentEntry (L131)                                        |     COVERED |
| PIDBuilder (L144)                                             |     COVERED |
| PIDBuilder.__init__ (L166)                                    |      MISSED |
| PIDBuilder.add_equipment (L180)                               |     COVERED |
| PIDBuilder.add_instrument (L255)                              |     COVERED |
| PIDBuilder.add_instrument_from_catalog (L317)                 |     COVERED |
| PIDBuilder.pipe (L377)                                        |     COVERED |
| PIDBuilder.signal_line (L412)                                 |     COVERED |
| PIDBuilder.build (L446)                                       |     COVERED |
| PIDBuilder._place_instruments (L581)                          |     COVERED |
| _collect_subtree (L642)                                       |     COVERED |
| _numeric_suffix (L668)                                        |     COVERED |
| _route_pipes (L676)                                           |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\connections.py (module)                                   |     COVERED |
| PipeStyle (L27)                                               |     COVERED |
| manhattan_route (L61)                                         |     COVERED |
| _make_style (L102)                                            |      MISSED |
| create_flow_arrow (L111)                                      |     COVERED |
| _segment_direction (L162)                                     |     COVERED |
| _longest_horizontal_segment (L171)                            |     COVERED |
| render_pipe (L187)                                            |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\constants.py (module)                                     |     COVERED |
| validate_isa_letters (L259)                                   |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\diagram.py (module)                                       |     COVERED |
| PIDDiagram (L18)                                              |     COVERED |
| PIDDiagram.get_equipment_by_tag (L29)                         |     COVERED |
| add_equipment (L44)                                           |     COVERED |
| merge_diagrams (L76)                                          |     COVERED |
| render_pid (L90)                                              |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\errors.py (module)                                        |     COVERED |
| PIDError (L4)                                                 |     COVERED |
| PIDValidationError (L13)                                      |     COVERED |
| PIDPlacementError (L17)                                       |     COVERED |
| PIDRoutingError (L21)                                         |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\layout.py (module)                                        |     COVERED |
| Placement (L18)                                               |     COVERED |
| resolve_placements (L34)                                      |     COVERED |
| _detect_cycle (L127)                                          |     COVERED |
| _detect_cycle.dfs (L136)                                      |      MISSED |
|---------------------------------------------------------------|-------------|
| pid\styles.py (module)                                        |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\validation.py (module)                                    |     COVERED |
| _check_equipment_overlap (L30)                                |      MISSED |
| _check_duplicate_lines (L45)                                  |      MISSED |
| _check_stroke_weights (L71)                                   |      MISSED |
| validate_pid (L86)                                            |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\symbols\__init__.py (module)                              |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\symbols\instruments.py (module)                           |     COVERED |
| instrument_bubble (L23)                                       |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\symbols\piping.py (module)                                |     COVERED |
| pipe_segment (L26)                                            |     COVERED |
| pipe_tee (L61)                                                |     COVERED |
| pipe_reducer (L86)                                            |     COVERED |
| pipe_cap (L145)                                               |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\symbols\process.py (module)                               |     COVERED |
| _pump_symbol (L22)                                            |     COVERED |
| centrifugal_pump (L71)                                        |     COVERED |
| positive_displacement_pump (L86)                              |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\symbols\valves.py (module)                                |     COVERED |
| _bowtie_polygons (L32)                                        |     COVERED |
| _valve_ports (L55)                                            |     COVERED |
| _pipe_stubs (L63)                                             |     COVERED |
| _label_text (L70)                                             |      MISSED |
| gate_valve (L74)                                              |     COVERED |
| globe_valve (L95)                                             |     COVERED |
| control_valve (L122)                                          |     COVERED |
| check_valve (L178)                                            |     COVERED |
| ball_valve (L212)                                             |     COVERED |
| three_way_valve (L239)                                        |     COVERED |
|---------------------------------------------------------------|-------------|
| pid\symbols\vessels.py (module)                               |     COVERED |
| tank (L28)                                                    |     COVERED |
| heat_exchanger (L110)                                         |     COVERED |
|---------------------------------------------------------------|-------------|
| rendering\__init__.py (module)                                |     COVERED |
|---------------------------------------------------------------|-------------|
| rendering\typst\__init__.py (module)                          |     COVERED |
|---------------------------------------------------------------|-------------|
| rendering\typst\compiler.py (module)                          |     COVERED |
| TypstCompilerConfig (L22)                                     |     COVERED |
| _Page (L38)                                                   |     COVERED |
| TypstCompiler (L54)                                           |     COVERED |
| TypstCompiler.__init__ (L71)                                  |      MISSED |
| TypstCompiler.add_schematic_page (L75)                        |     COVERED |
| TypstCompiler.add_front_page (L91)                            |     COVERED |
| TypstCompiler.add_plc_report (L99)                            |     COVERED |
| TypstCompiler.add_terminal_report (L103)                      |     COVERED |
| TypstCompiler.add_custom_page (L117)                          |     COVERED |
| TypstCompiler.add_cable_pages (L123)                          |     COVERED |
| TypstCompiler.add_cable_toc (L132)                            |     COVERED |
| TypstCompiler.compile (L140)                                  |     COVERED |
| TypstCompiler._get_template_path (L186)                       |     COVERED |
| TypstCompiler._build_typst_content (L191)                     |     COVERED |
| TypstCompiler._render_page (L293)                             |     COVERED |
| TypstCompiler._render_schematic_page (L311)                   |     COVERED |
| TypstCompiler._render_front_page (L329)                       |     COVERED |
| TypstCompiler._render_plc_report (L333)                       |     COVERED |
| TypstCompiler._render_terminal_report (L338)                  |     COVERED |
| TypstCompiler._render_custom_page (L355)                      |     COVERED |
| TypstCompiler._render_cable_pages (L364)                      |     COVERED |
| TypstCompiler._render_cable_toc (L392)                        |     COVERED |
| TypstCompiler._rel_path (L430)                                |     COVERED |
|---------------------------------------------------------------|-------------|
| rendering\typst\frame_generator.py (module)                   |     COVERED |
| generate_frame (L29)                                          |     COVERED |
| generate_frame.draw_rect (L60)                                |      MISSED |
|---------------------------------------------------------------|-------------|
| rendering\typst\markdown_converter.py (module)                |     COVERED |
| markdown_to_typst (L7)                                        |     COVERED |
| _convert_lines (L45)                                          |     COVERED |
| _flush_table (L103)                                           |     COVERED |
| _notice_block (L126)                                          |     COVERED |
|---------------------------------------------------------------|-------------|

----------------------------------- Summary -----------------------------------
| Name                                        | Total | Miss | Cover | Cover% |
|---------------------------------------------|-------|------|-------|--------|
| __init__.py                                 |     1 |    0 |     1 |   100% |
| project.py                                  |    74 |    8 |    66 |    89% |
| block\__init__.py                           |     1 |    0 |     1 |   100% |
| block\constants.py                          |     1 |    0 |     1 |   100% |
| block\diagram.py                            |    21 |    3 |    18 |    86% |
| block\errors.py                             |     2 |    0 |     2 |   100% |
| block\layout.py                             |    26 |    0 |    26 |   100% |
| block\model.py                              |    21 |    6 |    15 |    71% |
| block\rendering.py                          |    14 |    1 |    13 |    93% |
| block\validation.py                         |     7 |    3 |     4 |    57% |
| cable\__init__.py                           |     1 |    0 |     1 |   100% |
| cable\builder.py                            |    12 |    0 |    12 |   100% |
| cable\constants.py                          |     1 |    0 |     1 |   100% |
| cable\errors.py                             |     2 |    0 |     2 |   100% |
| cable\model.py                              |     5 |    0 |     5 |   100% |
| cable\renderer.py                           |     4 |    0 |     4 |   100% |
| catalog\__init__.py                         |     1 |    0 |     1 |   100% |
| catalog\cables.py                           |    12 |    4 |     8 |    67% |
| catalog\device.py                           |     7 |    1 |     6 |    86% |
| catalog\errors.py                           |     2 |    0 |     2 |   100% |
| catalog\registry.py                         |    13 |    5 |     8 |    62% |
| core\__init__.py                            |     1 |    1 |     0 |     0% |
| core\autonumbering.py                       |     8 |    0 |     8 |   100% |
| core\bbox.py                                |     8 |    3 |     5 |    62% |
| core\connection_registry.py                 |     5 |    1 |     4 |    80% |
| core\constants.py                           |     1 |    0 |     1 |   100% |
| core\exceptions.py                          |    12 |    5 |     7 |    58% |
| core\geometry.py                            |     9 |    1 |     8 |    89% |
| core\parts.py                               |    15 |    1 |    14 |    93% |
| core\primitives.py                          |     7 |    0 |     7 |   100% |
| core\renderer.py                            |    10 |    4 |     6 |    60% |
| core\state.py                               |     3 |    0 |     3 |   100% |
| core\symbol.py                              |     3 |    1 |     2 |    67% |
| core\transform.py                           |    18 |   11 |     7 |    39% |
| core\traversal.py                           |     4 |    1 |     3 |    75% |
| core\utils.py                               |     2 |    0 |     2 |   100% |
| core\validation.py                          |     7 |    0 |     7 |   100% |
| electrical\__init__.py                      |     1 |    0 |     1 |   100% |
| electrical\builder.py                       |    35 |   15 |    20 |    57% |
| electrical\builder_models.py                |    22 |    4 |    18 |    82% |
| electrical\builder_phases.py                |     6 |    0 |     6 |   100% |
| electrical\builder_utils.py                 |     9 |    0 |     9 |   100% |
| electrical\cable_export.py                  |     6 |    0 |     6 |   100% |
| electrical\descriptors.py                   |     8 |    0 |     8 |   100% |
| electrical\exceptions.py                    |     1 |    0 |     1 |   100% |
| electrical\field_devices.py                 |    17 |    3 |    14 |    82% |
| electrical\inter_device.py                  |     2 |    0 |     2 |   100% |
| electrical\internal_device.py               |     2 |    0 |     2 |   100% |
| electrical\plc_resolver.py                  |    15 |    0 |    15 |   100% |
| electrical\terminal.py                      |     6 |    4 |     2 |    33% |
| electrical\wire.py                          |     3 |    0 |     3 |   100% |
| electrical\layout\__init__.py               |     1 |    1 |     0 |     0% |
| electrical\layout\layout.py                 |     9 |    0 |     9 |   100% |
| electrical\layout\wire_labels.py            |     9 |    0 |     9 |   100% |
| electrical\model\__init__.py                |     1 |    1 |     0 |     0% |
| electrical\model\constants.py               |     5 |    1 |     4 |    80% |
| electrical\model\core.py                    |     1 |    0 |     1 |   100% |
| electrical\model\parts.py                   |     1 |    0 |     1 |   100% |
| electrical\model\primitives.py              |     1 |    0 |     1 |   100% |
| electrical\model\state.py                   |     1 |    0 |     1 |   100% |
| electrical\symbols\__init__.py              |     1 |    1 |     0 |     0% |
| electrical\symbols\actuators.py             |     3 |    1 |     2 |    67% |
| electrical\symbols\assemblies.py            |     4 |    1 |     3 |    75% |
| electrical\symbols\blocks.py                |     4 |    1 |     3 |    75% |
| electrical\symbols\breakers.py              |     3 |    1 |     2 |    67% |
| electrical\symbols\coils.py                 |     2 |    1 |     1 |    50% |
| electrical\symbols\connector_pins.py        |     2 |    0 |     2 |   100% |
| electrical\symbols\contacts.py              |     8 |    1 |     7 |    88% |
| electrical\symbols\motors.py                |     4 |    1 |     3 |    75% |
| electrical\symbols\protection.py            |     4 |    1 |     3 |    75% |
| electrical\symbols\references.py            |     2 |    1 |     1 |    50% |
| electrical\symbols\terminals.py             |     6 |    1 |     5 |    83% |
| electrical\symbols\transducers.py           |     3 |    1 |     2 |    67% |
| electrical\system\__init__.py               |     1 |    1 |     0 |     0% |
| electrical\system\connection_registry.py    |    10 |    1 |     9 |    90% |
| electrical\system\system.py                 |     6 |    1 |     5 |    83% |
| electrical\system\system_analysis.py        |    13 |    6 |     7 |    54% |
| electrical\utils\__init__.py                |     1 |    1 |     0 |     0% |
| electrical\utils\autonumbering.py           |     1 |    0 |     1 |   100% |
| electrical\utils\export_utils.py            |     9 |    0 |     9 |   100% |
| electrical\utils\renderer.py                |     1 |    0 |     1 |   100% |
| electrical\utils\terminal_bridges.py        |     6 |    0 |     6 |   100% |
| electrical\utils\transform.py               |     1 |    0 |     1 |   100% |
| electrical\utils\utils.py                   |     8 |    1 |     7 |    88% |
| mcp\__init__.py                             |     1 |    0 |     1 |   100% |
| mcp\__main__.py                             |     1 |    0 |     1 |   100% |
| mcp\server.py                               |    17 |    6 |    11 |    65% |
| pcb\__init__.py                             |     1 |    0 |     1 |   100% |
| pcb\adapter.py                              |     7 |    0 |     7 |   100% |
| pcb\builder.py                              |    39 |   10 |    29 |    74% |
| pcb\errors.py                               |    18 |    8 |    10 |    56% |
| pcb\model.py                                |    16 |   15 |     1 |     6% |
| pid\__init__.py                             |     1 |    0 |     1 |   100% |
| pid\builder.py                              |    18 |    1 |    17 |    94% |
| pid\connections.py                          |     8 |    1 |     7 |    88% |
| pid\constants.py                            |     2 |    0 |     2 |   100% |
| pid\diagram.py                              |     6 |    0 |     6 |   100% |
| pid\errors.py                               |     5 |    0 |     5 |   100% |
| pid\layout.py                               |     5 |    1 |     4 |    80% |
| pid\styles.py                               |     1 |    0 |     1 |   100% |
| pid\validation.py                           |     5 |    3 |     2 |    40% |
| pid\symbols\__init__.py                     |     1 |    0 |     1 |   100% |
| pid\symbols\instruments.py                  |     2 |    0 |     2 |   100% |
| pid\symbols\piping.py                       |     5 |    0 |     5 |   100% |
| pid\symbols\process.py                      |     4 |    0 |     4 |   100% |
| pid\symbols\valves.py                       |    11 |    1 |    10 |    91% |
| pid\symbols\vessels.py                      |     3 |    0 |     3 |   100% |
| rendering\__init__.py                       |     1 |    0 |     1 |   100% |
| rendering\typst\__init__.py                 |     1 |    0 |     1 |   100% |
| rendering\typst\compiler.py                 |    24 |    1 |    23 |    96% |
| rendering\typst\frame_generator.py          |     3 |    1 |     2 |    67% |
| rendering\typst\markdown_converter.py       |     5 |    0 |     5 |   100% |
|---------------------------------------------|-------|------|-------|--------|
| TOTAL                                       |   817 |  160 |   657 |  80.4% |
---------------- RESULT: PASSED (minimum: 0.0%, actual: 80.4%) ----------------

---
EXIT=0
